Date,S&P 500 w/ Div,Beta Portfolio,Fund 1,Fund 2,Fund 3
2000-01-31,-0.0502423814,-0.0440985872229506,-0.0312314772,,
2000-02-29,-0.0189296926,-0.0142681145650582,-0.0229801621,,
2000-03-31,0.0978237844,0.0787510403082583,0.0397151649,,
2000-04-30,-0.0300814895,-0.005258514510368,0.010048445400000001,,
2000-05-31,-0.0205170754,-0.0007125565085122,0.008709728100000001,,
2000-06-30,0.0246533167,0.0165390398943345,0.016438118999999998,,
2000-07-31,-0.0156342066,0.0040216180397165,0.0228744525,,
2000-08-31,0.0621143749,0.0693718906876408,0.0503436556,,
2000-09-30,-0.0527933428,-0.0433469455540648,-0.014554400399999999,,
2000-10-31,-0.0042275948,-0.0038713390348065,0.026777904999999998,,
2000-11-30,-0.0788395414,-0.0813034769297343,0.0010483977,,
2000-12-31,0.0048944004,0.00549238145232,0.002333606113691305,,
2001-01-31,0.0354790692,0.0124692768962828,-0.0048345616000000004,,
2001-02-28,-0.0911816911,-0.0843869947966582,0.017574326799999998,,
2001-03-31,-0.0633506355,-0.0471829897385343,-0.0248025719,,
2001-04-30,0.0777104815,0.07257328224809,0.0876663862,,
2001-05-31,0.0066999276,-0.0078932929756316,0.0314594681,,
2001-06-30,-0.0243385924,-0.0048848191964277,0.017798954999999998,,
2001-07-31,-0.0098441307,-0.0152207549103052,0.0361632805,,
2001-08-31,-0.0626017338,-0.0448557698707635,0.0285292108,,
2001-09-30,-0.0807525475,-0.0661499014762159,-0.013643956399999999,,
2001-10-31,0.0190689757,0.0199170805336494,0.024755118,,
2001-11-30,0.0767062798,0.0714391268026004,0.0396057138,,
2001-12-31,0.0087605667,0.0032627257467555,-0.02431583979151262,,
2002-01-31,-0.0145931479,-0.0108923171836424,0.0076319892000000005,,
2002-02-28,-0.019285387,-0.0029644947233036,0.018087571299999997,,
2002-03-31,0.0376093101,0.0281844706531578,0.0351646551,,
2002-04-30,-0.0606278439,-0.048361832014523,0.0314129086,,
2002-05-31,-0.0073671938,0.0105932319244361,-0.013897422199999999,,
2002-06-30,-0.0712394031,-0.0501947768109868,-0.021577630100000002,,
2002-07-31,-0.0779449033,-0.0620274264450532,-0.0245513896,,
2002-08-31,0.006565387,0.0161067472420429,-0.0120437172,,
2002-09-30,-0.1086795085,-0.0954692083672134,-0.027247358000000003,,
2002-10-31,0.0880164465,0.0556089900172483,-0.009251952999999999,,
2002-11-30,0.0588591375,0.0390354970363492,0.0750443316,,
2002-12-31,-0.0587480185,-0.0341080202480696,-0.015402399608082595,,
2003-01-31,-0.0261961851,-0.0170225339868611,-0.0130542002,,
2003-02-28,-0.0150040142,0.0034504466599878,0.0112384942,,
2003-03-31,0.0097089305,0.0085705015220742,-0.0090143185,,
2003-04-30,0.0823705479,0.089894721880775,0.0566788314,,
2003-05-31,0.0526871538,0.0420449687259215,0.0278885252,,
2003-06-30,0.0127568397,0.0075078142339444,0.041317168099999996,,
2003-07-31,0.01763135,0.0202353083189171,0.008180197600000001,,
2003-08-31,0.0195024991,0.0076523866292143,0.0236345242,,
2003-09-30,-0.0106195574,0.0027657614995373,-0.012911456,,
2003-10-31,0.0565700355,0.0593272783265622,0.041579574,,
2003-11-30,0.0087981489,0.0198914518715192,0.015783131,,
2003-12-31,0.0524445776,0.0249647061139488,0.007390153483770777,,
2004-01-31,0.0183549721,0.0159835516684476,0.0039642287,,
2004-02-29,0.0138994438,0.0344654149410645,-0.0194062431,,
2004-03-31,-0.0150862326,-0.0024896042515407,0.0196501056,,
2004-04-30,-0.0156984283,0.005876000033566,-0.0030735139,,
2004-05-31,0.0137228988,0.0205974235327927,0.0103137418,,
2004-06-30,0.019444937,0.0137717912155499,0.0315179619,,
2004-07-31,-0.033096938,-0.0218349892962816,-0.0006550946,,
2004-08-31,0.0040449416,0.0050582418448581,-0.0185820842,,
2004-09-30,0.0108305907,-0.0065958903329818,0.018734598999999998,,
2004-10-31,0.015277272,0.0019438267498368,0.0199608139,,
2004-11-30,0.0404615673,0.0388871632454776,0.022613972399999998,,
2004-12-31,0.0340286624,0.0360826234806001,-0.010162756528741206,,
2005-01-31,-0.0243750097,-0.0019732262207089,-0.020604790600000002,,
2005-02-28,0.0210442198,0.0239370892666106,0.0183829274,,
2005-03-31,-0.0177080503,0.0012431229963619,-0.012733681,,
2005-04-30,-0.0189654418,0.0017205301708992,-0.0202680499,,
2005-05-31,0.0318184002,0.0186573338107147,0.0410340879,,
2005-06-30,0.0014193891,-0.0016512317160791,0.0222344347,,
2005-07-31,0.0371885061,0.0375865779257174,0.0418062967,,0.0024416666666666666
2005-08-31,-0.0091240639,-0.0012317677699226,-0.016789568300000002,,0.007341666666666667
2005-09-30,0.0080993156,-0.0149406597041076,-0.0127800919,,0.011341666666666667
2005-10-31,-0.0166708664,-0.0065420490304908,-0.0165887659,,0.00034166666666666655
2005-11-30,0.0378222979,0.0463633866002451,0.0368139338,,0.0040416666666666665
2005-12-31,0.0003481193,-0.004734539253501,-0.005990500075417782,,-0.00022730686097455557
2006-01-31,0.0264775223,0.0149631315832742,-0.0051016936,,0.010241666666666666
2006-02-28,0.0027137217,-0.0180302925700729,0.0270833063,,-0.0005583333333333334
2006-03-31,0.0124470715,-0.005282208353725,0.0211523255,,0.007441666666666667
2006-04-30,0.013428045,0.0101027308433082,0.020244243999999998,,0.012241666666666666
2006-05-31,-0.0287813228,-0.0209797875494416,-0.010566552199999999,,0.007841666666666665
2006-06-30,0.001355602,-0.0040664578495085,-0.0081070004,,0.0021416666666666667
2006-07-31,0.0061685028,0.015730680652175,-0.0204371705,,-0.0029583333333333336
2006-08-31,0.0237931354,0.038227499335781,0.0452575688,,0.008841666666666666
2006-09-30,0.0257699986,0.0213507413474348,0.026549101699999998,,0.006141666666666667
2006-10-31,0.0325860248,0.0291446065595882,0.0454072378,,0.007741666666666667
2006-11-30,0.0190160814,-0.0067153146466437,0.0458781296,,0.01614166666666667
2006-12-31,0.0140276499,-0.0060824631672338,-0.039181416339329284,,0.002578106693927773
2007-01-31,0.0151235495,-0.0020373771007378,0.0255975876,,0.012541666666666666
2007-02-28,-0.019558947,0.0065141231488847,-0.0080269273,,0.009941666666666666
2007-03-31,0.0111849338,0.0097109261737486,0.015751989499999997,,0.007341666666666667
2007-04-30,0.0442953112,0.0406376789829169,0.0306984149,,0.015241666666666666
2007-05-31,0.0348950524,0.0160481043839468,0.053094191799999996,,0.002641666666666667
2007-06-30,-0.0166131917,-0.0226453016836529,0.012280013400000001,,0.008441666666666667
2007-07-31,-0.0310048511,-0.0208945277374754,-0.0194343574,,0.004141666666666667
2007-08-31,0.0149901799,0.0058576554309164,-0.012173481,,-0.012658333333333334
2007-09-30,0.0373985635,0.0338149634438247,0.0546228688,,-0.020358333333333332
2007-10-31,0.0159067284,0.0093992773006034,0.034928889399999996,,-0.0013583333333333334
2007-11-30,-0.0418064513,-0.0194872960740081,-0.0309623126,,0.0024416666666666666
2007-12-31,-0.006937818,0.0050120871590737,0.00482543308357334,,-0.007625720290579
2008-01-31,-0.0599813896,-0.0545091161524034,-0.031836530099999996,,-0.0012583333333333333
2008-02-29,-0.0324858008,0.0023916073373734,-0.0038709248,,-0.0034583333333333332
2008-03-31,-0.0043180491,0.020380059728119,-0.0117327424,,-0.0005583333333333334
2008-04-30,0.0487033726,0.0348292457580971,0.0652619655,,-0.014958333333333334
2008-05-31,0.0129526499,0.0043576791356858,0.0337862231,,0.0007416666666666667
2008-06-30,-0.0843038469,-0.0669786434496872,-0.0425098627,,0.014141666666666665
2008-07-31,-0.0084062239,0.010522095723453,-0.020584531200000002,,0.008841666666666666
2008-08-31,0.0144648961,0.0198352335303342,0.036279817299999996,,-0.0005583333333333334
2008-09-30,-0.0891074864,-0.0624794801208307,-0.0555336122,,-0.012758333333333333
2008-10-31,-0.167947576,-0.1561359358418706,-0.0651630712,,-0.010558333333333334
2008-11-30,-0.0717549041,-0.0725443434254383,-0.0407042098,,-0.028258333333333333
2008-12-31,0.0106400664,0.0076104946496756,0.0225731113,,-0.020258333333333333
2009-01-31,-0.0842863199,-0.0603170325226197,-0.0089342216,,0.011541666666666665
2009-02-28,-0.1064779671,-0.0951369233984588,-0.023812873800000002,,-0.0029583333333333336
2009-03-31,0.0875954712,0.0937918458198543,0.0296901483,,-0.008058333333333334
2009-04-30,0.0957093591,0.0888538526281061,0.0356285973,,0.02594166666666667
2009-05-31,0.0559331473,0.0513105543179519,0.030755940099999997,,0.03394166666666667
2009-06-30,0.0019839983,0.0053759422734092,0.062415905199999996,,0.010841666666666666
2009-07-31,0.0756369347,0.0667779540659558,0.053215527299999996,,0.008141666666666665
2009-08-31,0.0361040543,0.0275187833823685,0.020530025599999998,,0.01904166666666667
2009-09-30,0.03731526,0.0335981887971645,0.0682434979,,0.0063416666666666665
2009-10-31,-0.0185768144,-0.0098462404512464,-0.0169265332,,0.0005416666666666666
2009-11-30,0.0599834888,0.0476807992545211,0.0419385608,,0.02074166666666667
2009-12-31,0.0193154669,0.0249286746359522,-0.0074854137600231865,,0.006761582716395091
2010-01-31,-0.0359733529,-0.0121109715354206,-0.03295,0.029583333333333333,0.01964166666666667
2010-02-28,0.0309772282,0.0319897359286717,0.0357276521,0.005383333333333334,0.0063416666666666665
2010-03-31,0.0603448229,0.0487859383043336,0.0524215141,0.033883333333333335,0.010841666666666666
2010-04-30,0.0157874325,0.0122214923026529,0.0245353255,0.003583333333333333,0.02934166666666667
2010-05-31,-0.0798505782,-0.0676266541020098,-0.0313963455,-0.01931666666666667,-0.006958333333333333
2010-06-30,-0.0523486737,-0.0358110795003339,-0.033184549,0.007383333333333334,0.0005416666666666666
2010-07-31,0.0700635309,0.0592492843192701,0.0575855346,0.014883333333333333,0.009641666666666666
2010-08-31,-0.0451442843,-0.0509827947557936,-0.0272646734,-0.012916666666666667,0.0023416666666666664
2010-09-30,0.0892444478,0.0752199114621979,0.0536361345,0.05118333333333334,0.006141666666666667
2010-10-31,0.0380491694,0.0369804225325459,0.041749999999999995,0.017683333333333332,0.010041666666666666
2010-11-30,0.0001281802,-0.0135665548819353,0.00675,0.006583333333333333,0.008741666666666667
2010-12-31,0.0668318668,0.0584969446369446,0.013570517359722659,-0.02519541003489335,-0.017501860354388256
2011-01-31,0.0237015848,0.0284422118208206,0.02175,0.02018333333333333,0.008241666666666666
2011-02-28,0.0342589012,0.0364125826504371,-0.0032500000000000003,0.0010833333333333333,0.015941666666666666
2011-03-31,0.0003975786,-0.0019683430499785,0.012750000000000001,0.012183333333333334,0.009141666666666666
2011-04-30,0.0296154263,0.0022926175283198,-0.00825,-0.012016666666666667,0.0013416666666666666
2011-05-31,-0.0113194634,-0.0003199848533615,0.014750000000000001,-0.0018166666666666667,-0.0007583333333333334
2011-06-30,-0.0166691305,0.0180756392776891,-0.010249999999999999,0.012283333333333334,-0.010758333333333333
2011-07-31,-0.0203349032,-0.0008914739059959,0.00875,-0.009116666666666667,0.004441666666666667
2011-08-31,-0.0543218163,-0.0500563740975452,-0.02825,0.02238333333333333,-0.02005833333333333
2011-09-30,-0.0702985963,-0.0717190439808383,-0.014249999999999999,-0.013416666666666667,-0.016358333333333332
2011-10-31,0.1092931439,0.1057904976689848,0.03275,0.059583333333333335,-0.0019583333333333336
2011-11-30,-0.0022102791,0.018202721333428,0.02775,-0.005516666666666666,-0.0019583333333333336
2011-12-31,0.0102293928,-0.0116437510113988,-0.020034674586605267,-0.04446987290477433,-0.00016149372124540365
2012-01-31,0.0448150896,0.0310796953968356,0.04375,0.034183333333333336,0.005141666666666667
2012-02-29,0.0432421817,0.0321820614655565,0.00975,0.022783333333333333,0.0020416666666666665
2012-03-31,0.0329092074,0.0177008066374365,-0.00625,0.017483333333333333,-0.00035833333333333333
2012-04-30,-0.0062768573,0.0045306033210971,-0.00825,-0.006416666666666667,0.0011416666666666665
2012-05-31,-0.0601005706,-0.052442024634702,-0.018250000000000002,-0.04151666666666667,-0.007858333333333333
2012-06-30,0.0412020703,0.0548128254022392,0.00075,0.015083333333333332,-0.009658333333333335
2012-07-31,0.0138891415,0.0160024604824185,0.00175,-0.017816666666666668,0.009741666666666666
2012-08-31,0.0225225526,0.0286443837853039,-0.0032500000000000003,0.009183333333333333,0.007941666666666666
2012-09-30,0.0258418557,0.0356277306284271,0.03175,-0.017916666666666668,0.006141666666666667
2012-10-31,-0.0184643462,-0.0109187515639181,0.0087496702,-0.0035166666666666666,0.007541666666666666
2012-11-30,0.0058009944,-0.0082786049382981,0.0227501613,0.014883333333333333,0.0033416666666666664
2012-12-31,0.0091146746,-0.0188021006803075,-0.014173561154109232,-0.01190171981204127,0.0016192470323549563
2013-01-31,0.0517951497,0.071555621606414,0.0537496096,0.035583333333333335,0.007641666666666667
2013-02-28,0.0135747208,0.0008323043825625,0.015750217799999997,0.0001833333333333331,0.012141666666666665
2013-03-31,0.0375033849,0.0382172419244519,0.0217502612,0.03278333333333334,0.008441666666666667
2013-04-30,0.0192664392,-0.0004414915087098,0.028749722499999998,-0.003416666666666667,0.004941666666666667
2013-05-31,0.0233918522,0.0352426349478303,0.0317499192,0.008383333333333333,0.01844166666666667
2013-06-30,-0.0134287882,-0.0028796286301517,-0.0102503562,0.0023833333333333332,-0.006158333333333333
2013-07-31,0.0508843209,0.0390803067302882,0.0417499271,0.009183333333333333,0.0023416666666666664
2013-08-31,-0.0289616906,-0.0223685661853327,-0.020249861600000002,-0.011116666666666667,0.009641666666666666
2013-09-30,0.0313597151,0.0338250655132364,0.0237502499,-0.038516666666666664,0.0023416666666666664
2013-10-31,0.0459675906,0.0318199325025136,0.019750245899999998,0.02248333333333333,0.006141666666666667
2013-11-30,0.0304739507,0.0347677718870022,-0.0062500358,-0.005916666666666667,0.010041666666666666
2013-12-31,0.0253160447,-0.0045247145892499,-0.02393343615288485,-0.021538177903813703,-0.00870078041813351
2014-01-31,-0.0345739892,-0.0287404338991466,0.0097502187,0.007683333333333334,0.004641666666666667
2014-02-28,0.0457438912,0.0259314638806293,0.0327498782,0.009683333333333334,0.008241666666666666
2014-03-31,0.0084056885,0.0031383302002451,0.006750160399999999,-0.003616666666666667,0.005941666666666667
2014-04-30,0.0073920616,0.0177182547564682,0.0087498131,-0.02281666666666667,0.009141666666666666
2014-05-31,0.0234741425,0.0029611575874839,0.018749797,-0.013516666666666666,0.0013416666666666666
2014-06-30,0.0206574858,0.0067786940117726,0.024750148599999997,-0.003316666666666667,-0.0007583333333333334
2014-07-31,-0.01379096,-0.0121847167547147,-0.0252499817,-0.014616666666666667,-0.010758333333333333
2014-08-31,0.0400049212,0.0398667212230644,0.0179830744,0.020383333333333333,0.004441666666666667
